Date_Time	Data_Type	Process	 Fat	 SNF	Density	  Water	LTC	GSS		 
050823075023	D	MS	 5.12	 8.57	28.54	  0	27165	4
050823075131	D	MS	 3.48	 8.02	27.72	  4	27190	4
050823075240	D	MS	 4.65	 9.02	30.73	  0	27261	4
050823075403	D	MS	 3.75	 8.36	28.85	  1	27196	4
050823075513	D	MS	 2.64	 8.35	29.74	  1	27242	4
050823075612	D	MS	 3.29	 8.14	28.36	  3	27110	4
050823075713	D	MS	 3.32	 8.19	28.53	  3	27183	4
050823075813	D	MS	 4.61	 8.75	29.69	  0	27266	4
050823075909	D	MS	 3.67	 8.57	29.76	  0	27261	4
050823080017	D	MS	 4.20	 8.08	27.35	  4	27235	4
050823080140	D	MS	 4.66	 8.49	28.61	  0	27162	4
050823080431	D	MS	 4.09	 8.39	28.68	  1	27261	4
050823080557	D	MS	 3.84	 8.71	30.17	  0	27249	4
050823080723	D	MS	 4.42	 8.50	28.85	  0	27107	4
050823080831	D	MS	 4.06	 8.27	28.23	  2	27246	4
050823080935	D	MS	 4.66	 8.66	29.29	  0	27246	4
050823081124	E	MS	CHECK_SAMPLE
050823081226	D	MS	 3.50	 8.32	28.90	  1	27216	4
050823081403	D	MS	 4.53	 8.64	29.31	  0	27198	4
050823081519	D	MS	 5.35	 7.88	25.59	  7	27242	4
050823081645	D	MS	 4.18	 8.43	28.77	  0	27204	4
050823081807	D	MS	 5.13	 8.76	29.29	  0	27228	4
050823081916	D	MS	 3.46	 8.36	29.09	  1	27255	4
050823082037	D	MS	 4.51	 8.45	28.57	  0	27253	4
050823082205	D	MS	 3.36	 8.35	29.14	  1	27255	4
050823082334	D	MS	 5.19	 8.73	29.12	  0	27203	4
050823082525	D	MS	 4.00	 8.32	28.48	  1	27245	4
050823082621	D	MS	 3.99	 8.84	30.57	  0	27251	4
050823082757	D	MS	 4.31	 8.51	28.98	  0	27105	4
050823082932	D	MS	 3.36	 8.52	29.82	  0	27288	4
050823083207	D	MS	 4.12	 8.99	31.06	  0	27246	4
050823083750	D	MS	 4.52	 8.25	27.76	  2	27168	4
050823083856	D	MS	 4.14	 7.55	25.28	 10	27148	4
050823084053	D	MS	 3.55	 8.36	29.02	  1	27094	4
050823084251	D	MS	 6.14	 8.42	27.08	  1	27030	4
050823084404	D	MS	 5.77	 8.43	27.43	  1	27138	4
050823084545	D	MS	 4.94	 8.53	28.53	  0	27123	4
050823084641	D	MS	 4.89	 8.42	28.13	  1	27227	4
050823084907	D	MS	 4.25	 8.49	28.95	  0	27044	4
050823085038	D	MS	 5.33	 8.30	27.28	  2	27008	4
050823085221	D	MS	 7.63	 8.31	25.39	  3	27056	4
050823091309	D	CLN	 0.30	 2.06	 6.55	 70	26658	4
050823091815	C	25
050823094037	D	CLN	 0.00	 2.75	 9.56	 62	26810	3
050823094542	C	25
050823095111	D	CLN	 0.00	 3.84	13.92	 49	26859	3
050823095617	C	25
050823095700	D	MS	 0.00	 0.00	 0.00	100	26978	3
050823095755	D	MS	 0.00	 0.00	 0.00	100	27109	3
050823151945	D	MS	 7.23	 8.77	27.57	  0	27304	4
050823154241	D	MS	 6.52	 9.12	29.56	  0	27204	4
050823155752	D	MS	 3.26	 7.16	24.46	 14	27092	4
050823161105	D	MS	 4.19	 8.12	27.52	  4	27231	4
050823162038	D	MS	 5.22	 8.74	29.14	  0	27190	4
050823162207	E	MS	CHECK_SAMPLE
050823162248	D	MS	 4.65	 8.10	27.05	  4	27196	4
050823162418	D	MS	 4.32	 8.49	28.89	  0	27267	4
050823162653	D	MS	 4.80	 8.59	28.89	  0	27259	4
050823162912	D	MS	 4.39	 8.69	29.63	  0	27206	4
050823163042	D	MS	 4.84	 8.53	28.61	  0	27259	4
050823163310	D	MS	 4.82	 8.40	28.11	  1	27190	4
050823163500	E	MS	TOO_HIGH_FAT/SNF
050823163544	E	MS	TOO_HIGH_FAT/SNF
050823163702	D	MS	 5.89	 8.57	27.89	  0	27312	4
050823163928	E	MS	CHECK_SAMPLE
050823164027	D	MS	 5.65	 8.80	29.01	  0	27320	4
050823164142	D	MS	 5.49	 8.25	26.95	  3	27299	4
050823164309	D	MS	 5.54	 8.31	27.15	  2	27324	4
050823164419	D	MS	 4.79	 8.50	28.54	  0	27272	4
050823164525	E	MS	TOO_HIGH_FAT/SNF
050823164630	D	MS	 4.75	 8.39	28.13	  1	27343	4
050823164739	D	MS	 5.69	 8.44	27.54	  1	27319	4
050823164859	D	MS	 5.60	 8.70	28.66	  0	27179	4
050823165015	D	MS	 2.94	 7.84	27.45	  6	27228	4
050823165156	D	MS	 4.00	 8.20	28.00	  3	27194	4
050823165311	D	MS	 5.47	 9.17	30.65	  0	27250	4
050823165434	D	MS	 4.01	 8.47	29.07	  0	27242	4
050823165558	D	MS	 5.15	 8.41	27.87	  1	27245	4
050823165655	D	MS	 4.72	 8.48	28.52	  0	27284	4
050823165814	D	MS	 4.64	 8.59	29.02	  0	27217	4
050823165930	D	MS	 5.22	 8.64	28.74	  0	27339	4
050823170057	D	MS	 4.65	 8.36	28.09	  1	27260	4
050823170234	D	MS	 5.98	 8.86	28.98	  0	27201	4
050823170615	D	MS	 4.44	 8.77	29.91	  0	27143	4
050823170747	D	MS	 5.10	 7.53	24.40	 10	27112	4
050823170846	D	MS	 5.45	 8.25	26.98	  3	27228	4
050823170948	D	MS	 5.98	 8.86	28.98	  0	27230	4
050823171042	D	MS	 4.43	 8.30	28.04	  2	27265	4
050823171134	D	MS	 3.83	 8.02	27.42	  5	27276	4
050823171228	D	MS	 5.01	 8.82	29.63	  0	27262	4
050823171321	D	MS	10.05	 8.84	25.48	  0	27288	4
050823171457	D	MS	 5.66	 9.04	29.97	  0	27240	4
050823171652	D	MS	 5.31	 8.89	29.66	  0	27172	4
050823171815	D	MS	 4.23	 8.46	28.85	  0	27242	4
050823171936	D	MS	 4.72	 8.06	26.84	  4	26903	4
050823172109	D	MS	 4.11	 7.63	25.63	  9	27167	4
050823172450	D	MS	 5.85	 8.27	26.73	  3	27175	4
050823172618	D	MS	 4.12	 8.15	27.70	  3	27283	4
050823172733	D	MS	 2.81	 4.86	15.64	 39	27247	4
050823172846	D	MS	 5.78	 8.22	26.58	  3	27166	4
050823172938	D	MS	 5.72	 8.18	26.48	  3	27278	4
050823173452	D	MS	 5.41	 8.37	27.50	  1	27080	4
050823173814	D	MS	 5.04	 8.52	28.41	  0	27058	4
050823174005	D	MS	 7.13	 9.10	28.97	  0	27013	4
050823180122	D	CLN	 0.43	 2.21	 7.04	 69	26647	4
050823180628	C	25
060823071917	D	MS	 3.98	 8.37	28.70	  1	27124	4
060823072105	D	MS	 4.88	 8.48	28.38	  0	27145	4
060823072234	D	MS	 6.73	 8.40	26.51	  1	27186	4
060823072634	D	MS	 6.76	 8.38	26.40	  2	27129	4
060823073241	D	MS	 3.43	 8.24	28.64	  2	27103	4
060823074157	D	MS	 4.40	 8.91	30.50	  0	27162	4
060823074404	D	MS	 4.39	 8.49	28.83	  0	27164	4
060823074516	D	MS	 4.27	 8.51	29.01	  0	27196	4
060823074617	D	MS	 5.52	 8.46	27.76	  0	27159	4
060823074732	D	MS	 4.86	 8.65	29.08	  0	27194	4
060823074907	D	MS	 6.05	 8.90	29.08	  0	27180	4
060823075000	D	MS	 4.17	 8.24	28.02	  2	27280	4
060823075134	D	MS	 4.55	 8.54	28.90	  0	27155	4
060823075231	E	MS	CHECK_SAMPLE
060823075313	D	MS	 4.55	 8.51	28.78	  0	27095	4
060823075424	D	MS	 4.81	 8.33	27.84	  2	27143	4
060823075831	D	MS	 4.41	 8.72	29.74	  0	27178	4
060823080044	D	MS	 3.79	 8.53	29.50	  0	27298	4
060823080404	D	MS	 4.00	 8.36	28.64	  1	27190	4
060823080601	D	MS	 4.29	 8.38	28.48	  1	27206	4
060823080703	D	MS	 3.84	 8.49	29.29	  0	27243	4
060823081149	D	MS	 3.43	 8.35	29.08	  1	27189	4
060823081346	D	MS	 3.94	 8.15	27.85	  3	27247	4
060823081623	D	MS	 3.61	 8.53	29.65	  0	27166	4
060823081750	D	MS	 3.74	 8.94	31.18	  0	27158	4
060823081952	D	MS	 4.75	 7.72	25.45	  8	27134	4
060823082209	D	MS	 4.83	 8.73	29.42	  0	27150	4
060823082343	D	MS	 5.01	 8.36	27.79	  1	27120	4
060823082545	D	MS	 3.46	 8.09	28.01	  4	27143	4
060823083354	D	MS	 5.70	 8.40	27.37	  1	26985	4
060823083710	D	MS	 3.63	 8.45	29.31	  0	27101	4
060823084025	D	MS	 4.41	 8.20	27.66	  3	27164	4
060823084154	D	MS	 4.06	 7.84	26.51	  7	27184	4
060823084336	D	MS	 4.64	 8.29	27.82	  2	27109	4
060823084643	D	MS	 1.57	 8.74	32.20	  0	27150	4
060823085402	D	MS	 3.61	 8.49	29.49	  0	27114	4
060823090143	D	CLN	 0.40	 2.03	 6.34	 71	26866	3
060823090649	C	25
060823091434	D	CLN	 0.00	 4.64	17.12	 40	26678	4
060823091940	C	25
060823154547	D	MS	 3.75	 8.46	29.25	  0	27183	4
060823154802	D	MS	 6.04	 8.58	27.81	  0	27121	4
060823160136	D	MS	 5.17	 8.59	28.58	  0	27160	4
060823161905	D	MS	 5.08	 8.60	28.69	  0	27225	4
060823162319	D	MS	 6.18	 8.96	29.21	  0	27263	4
060823162938	D	MS	 6.50	 8.70	27.90	  0	27238	4
060823163132	D	MS	 5.00	 8.69	29.12	  0	27253	4
060823163302	D	MS	 3.75	 8.40	29.01	  0	27277	4
060823163440	D	MS	 6.05	 8.97	29.36	  0	27258	4
060823163758	D	MS	 5.21	 8.74	29.14	  0	27223	4
060823163937	D	MS	 5.40	 8.88	29.54	  0	27167	4
060823164122	D	MS	 4.78	 8.88	30.06	  0	27208	4
060823164255	D	MS	 4.57	 8.81	29.96	  0	27269	4
060823164449	D	MS	 4.16	 8.33	28.39	  1	27176	4
060823164640	D	MS	 4.21	 8.24	27.98	  2	27135	4
060823164824	D	MS	 4.40	 8.25	27.86	  2	27300	4
060823164948	E	MS	TOO_HIGH_FAT/SNF
060823165052	D	MS	 5.41	 8.68	28.74	  0	27425	4
060823165245	D	MS	 4.16	 8.76	30.11	  0	27230	4
060823165426	D	MS	 4.72	 8.36	28.04	  1	27246	4
060823165651	D	MS	 4.15	 8.57	29.35	  0	27253	4
060823165852	D	MS	 5.60	 8.39	27.42	  1	27206	4
060823170109	D	MS	 5.13	 8.54	28.41	  0	27224	4
060823170301	D	MS	 4.98	 8.72	29.26	  0	27207	4
060823170430	D	MS	 4.60	 8.51	28.74	  0	27260	4
060823170612	D	MS	 5.91	 8.66	28.24	  0	27273	4
060823170757	D	MS	 2.93	 7.98	28.02	  5	27182	4
060823170908	D	MS	 3.28	 8.06	28.04	  4	27269	4
060823171048	D	MS	 3.48	 7.74	26.60	  7	27169	4
060823171408	D	MS	 3.68	 8.51	29.51	  0	27171	4
060823171647	D	MS	 5.10	 8.86	29.72	  0	27181	4
060823171834	D	MS	 4.01	 8.15	27.79	  3	27213	4
060823172032	D	MS	 3.84	 7.66	25.97	  8	27147	4
060823172214	D	MS	 5.45	 9.08	30.30	  0	27188	4
060823172439	D	MS	 5.66	 8.50	27.81	  0	27128	4
060823172621	D	MS	 6.12	 9.06	29.66	  0	27144	4
060823172816	D	MS	 4.59	 8.53	28.82	  0	27201	4
060823173016	D	MS	 3.14	 5.98	19.84	 26	27036	4
060823173302	D	MS	 5.66	 8.55	28.01	  0	27060	4
060823173440	D	MS	 5.70	 8.58	28.09	  0	27141	4
060823173845	D	MS	 4.80	 8.37	28.01	  1	27161	4
060823174014	D	MS	 4.67	 8.43	28.36	  0	27101	4
060823174128	D	MS	 6.40	 8.78	28.30	  0	27083	4
060823174321	D	CLN	 0.43	 2.03	 6.32	 71	26959	3
060823174826	C	25
060823180043	D	CLN	 0.00	 3.49	12.52	 54	26935	3
060823180549	C	25
070823071826	E	MS	CHECK_SAMPLE
070823071924	D	MS	 4.28	 8.47	28.84	  0	27082	4
070823074745	D	MS	 3.18	 8.18	28.61	  3	27031	4
070823080804	D	MS	 4.38	 8.56	29.12	  0	27081	4
070823080911	D	MS	 3.83	 8.47	29.22	  0	27178	4
070823081042	D	MS	 4.10	 8.14	27.68	  3	27029	4
070823081253	D	MS	 3.48	 8.38	29.16	  1	27080	4
070823081430	D	MS	 3.68	 8.47	29.35	  0	27078	4
070823081622	D	MS	 3.58	 8.48	29.47	  0	27098	4
070823081731	D	MS	 3.39	 8.37	29.19	  1	27110	4
070823081902	D	MS	 4.89	 8.08	26.77	  4	27122	4
070823081950	D	MS	 5.90	 8.40	27.20	  1	27237	4
070823082103	D	MS	 4.21	 8.44	28.78	  0	27117	4
070823082212	D	MS	 5.02	 9.13	30.86	  0	27243	4
070823082331	D	MS	 5.11	 7.54	24.43	 10	27127	4
070823082533	D	MS	 4.38	 8.19	27.64	  3	26973	4
070823082745	D	MS	 3.61	 8.06	27.77	  4	27030	4
070823082916	D	MS	 3.63	 8.06	27.75	  4	27135	4
070823083015	D	MS	 4.63	 8.64	29.23	  0	27121	4
070823083115	D	MS	 3.01	 8.42	29.71	  0	27314	4
070823083217	D	MS	 3.74	 8.13	27.94	  3	27348	4
070823083347	D	MS	 3.91	 8.29	28.44	  2	27162	4
070823083437	D	MS	 4.34	 8.75	29.91	  0	27269	4
070823083528	D	MS	 3.66	 8.45	29.29	  0	27258	4
070823083627	D	MS	 4.21	 8.42	28.70	  0	27128	4
070823083718	D	MS	 4.76	 8.60	28.96	  0	27186	4
070823083828	D	MS	 4.33	 8.82	30.20	  0	27104	4
070823083944	D	MS	 4.16	 8.55	29.27	  0	27125	4
070823084116	D	MS	 3.05	 8.22	28.88	  2	26917	4
070823084218	D	MS	 4.41	 8.94	30.62	  0	27154	4
070823084318	D	MS	 3.99	 7.92	26.89	  6	27101	4
070823084605	D	MS	 4.31	 8.50	28.94	  0	27107	4
070823084827	D	MS	 2.86	 7.09	24.52	 14	27047	4
070823084922	D	MS	 3.05	 8.20	28.80	  2	27009	4
070823085117	D	MS	 3.06	 8.23	28.91	  2	27057	4
070823085531	D	MS	 3.34	 7.80	26.95	  7	27006	4
070823085742	D	MS	 2.05	 6.69	23.60	 18	27042	4
070823090815	D	CLN	 0.31	 1.94	 6.06	 72	26832	3
070823091321	C	25
070823092636	D	MS	 0.00	 4.67	17.24	 40	26806	3
070823092729	D	CLN	 0.00	 4.23	15.48	 45	26974	3
070823093235	C	25
070823093855	D	MS	 0.00	 0.00	 0.00	100	26824	3
070823101357	E	CLN	CHECK_SAMPLE
070823101903	C	25
070823160329	D	MS	 5.38	 8.80	29.24	  0	27098	4
070823160757	D	MS	 5.49	 8.85	29.35	  0	27098	4
070823161056	D	MS	 5.15	 8.49	28.19	  0	27172	4
070823161419	D	MS	 6.36	 9.08	29.54	  0	27114	4
070823161607	D	MS	 6.11	 8.95	29.23	  0	27103	4
070823161821	D	MS	 4.13	 8.26	28.13	  2	27191	4
070823161936	D	MS	 5.44	 8.52	28.07	  0	27210	4
070823163107	D	MS	 5.15	 8.82	29.51	  0	27229	4
070823163829	D	MS	 4.19	 8.68	29.76	  0	27243	4
070823163927	D	MS	 4.28	 8.84	30.32	  0	27262	4
070823164129	D	MS	 5.82	 8.73	28.59	  0	27189	4
070823164332	E	MS	CHECK_SAMPLE
070823164445	D	MS	 5.92	 8.45	27.39	  1	27459	4
070823164653	D	MS	 4.73	 8.74	29.55	  0	27245	4
070823164930	D	MS	 4.76	 8.73	29.48	  0	27244	4
070823165048	D	MS	 4.67	 8.52	28.72	  0	27250	4
070823165838	D	MS	 4.41	 8.70	29.66	  0	27162	4
070823170351	D	MS	 5.04	 8.77	29.41	  0	27287	4
070823170647	D	MS	 5.05	 8.47	28.20	  0	27177	4
070823170731	D	MS	 4.99	 8.37	27.85	  1	27367	4
070823170902	D	MS	 5.71	 8.42	27.44	  1	27194	4
070823171034	D	MS	 4.45	 8.42	28.50	  1	27153	4
070823171144	D	MS	 5.00	 8.66	29.00	  0	27179	4
070823171327	D	MS	 4.09	 8.22	28.00	  2	27174	4
070823171508	D	MS	 5.42	 9.15	30.61	  0	27192	4
070823171718	D	MS	 4.18	 8.29	28.21	  2	27096	4
070823171918	D	MS	 5.54	 8.73	28.83	  0	27157	4
070823172113	D	MS	 4.44	 8.45	28.63	  0	27130	4
070823172305	D	MS	 6.22	 8.70	28.14	  0	27168	4
070823172506	D	MS	 4.33	 7.47	24.80	 11	27100	4
070823172610	E	MS	TOO_HIGH_FAT/SNF
070823172721	D	MS	 5.98	 8.54	27.70	  0	27123	4
070823172850	D	MS	 4.59	 8.27	27.78	  2	27256	4
070823173031	D	MS	 4.88	 8.89	30.02	  0	27199	4
070823173332	D	MS	 4.16	 8.30	28.27	  2	27202	4
070823173457	D	MS	 3.99	 8.55	29.41	  0	27168	4
070823173610	D	MS	 4.72	 8.88	30.12	  0	27197	4
070823173758	D	MS	 4.49	 8.15	27.39	  3	27124	4
070823173943	D	MS	 5.93	 9.04	29.74	  0	27157	4
070823174323	D	MS	 5.89	 9.03	29.73	  0	27169	4
070823174429	D	MS	 5.74	 8.91	29.38	  0	27279	4
070823174541	E	MS	CHECK_SAMPLE
070823174723	D	MS	 5.90	 8.98	29.52	  0	27339	4
070823175025	D	MS	 5.57	 7.74	24.84	  8	27059	4
070823175146	D	MS	 5.57	 7.77	24.96	  8	27147	4
070823175321	D	MS	 5.10	 8.48	28.20	  0	27203	4
070823175524	D	MS	 4.65	 8.53	28.77	  0	27128	4
070823175702	E	MS	TOO_HIGH_FAT/SNF
070823175801	D	MS	 6.28	 8.86	28.72	  0	27174	4
070823180401	D	CLN	 0.33	 1.97	 6.16	 72	26912	3
070823180906	C	25
070823185724	D	CLN	 0.00	 6.00	22.56	 25	26876	3
070823190229	C	25
080823071951	D	MS	 2.18	 8.65	31.33	  0	27199	4
080823072227	D	MS	 4.85	 8.63	29.01	  0	27163	4
080823072411	D	MS	 4.12	 8.51	29.14	  0	27175	4
080823072634	D	MS	 3.25	 8.63	30.35	  0	27168	4
080823072801	D	MS	 3.22	 8.34	29.22	  1	27164	4
080823072943	D	MS	 6.61	 8.14	25.57	  4	27182	4
080823073144	D	MS	 6.74	 8.25	25.90	  3	27162	4
080823073259	D	MS	 3.91	 8.48	29.20	  0	27242	4
080823073536	D	MS	 3.73	 8.47	29.31	  0	27194	4
080823074003	D	MS	 3.43	 7.89	27.24	  6	27291	4
080823074121	D	MS	 5.17	 8.25	27.22	  3	27205	4
080823074223	D	MS	 5.40	 8.06	26.26	  5	27250	4
080823074331	D	MS	 5.89	 8.67	28.29	  0	27234	4
080823074500	D	MS	 3.33	 8.45	29.56	  0	27303	4
080823074812	D	MS	 3.26	 8.58	30.14	  0	27165	4
080823075932	D	MS	 4.04	 8.37	28.65	  1	27202	4
080823080558	D	MS	 4.05	 8.49	29.12	  0	27189	4
080823080708	D	MS	 4.75	 8.70	29.37	  0	27260	4
080823080905	D	MS	 4.60	 9.20	31.50	  0	27265	4
080823081108	D	MS	 3.29	 8.53	29.92	  0	27049	4
080823081244	D	MS	 4.78	 8.82	29.82	  0	27211	4
080823081428	D	MS	 4.36	 8.45	28.70	  0	27216	4
080823081628	D	MS	 2.82	 8.41	29.83	  0	27236	4
080823081729	D	MS	 3.16	 8.50	29.91	  0	27182	4
080823081832	D	MS	 5.56	 8.18	26.61	  3	27200	4
080823081934	D	MS	 4.86	 8.44	28.24	  0	27181	4
080823082103	D	MS	 6.06	 8.65	28.07	  0	27122	4
080823082213	D	MS	 5.31	 8.49	28.06	  0	27187	4
080823082309	D	MS	 3.92	 8.16	27.91	  3	27207	4
080823082424	D	MS	 4.08	 8.42	28.81	  0	27209	4
080823082558	D	MS	 4.09	 8.61	29.56	  0	27172	4
080823082736	D	MS	 4.18	 8.23	27.97	  2	27188	4
080823082853	D	MS	 3.90	 8.14	27.84	  3	27291	4
080823083119	D	MS	 4.32	 9.02	31.01	  0	27206	4
080823083521	D	MS	 4.02	 8.24	28.14	  2	27114	4
080823083602	D	MS	 3.92	 8.09	27.63	  4	27389	4
080823084006	D	MS	 5.25	 7.81	25.39	  7	27207	4
080823084305	D	MS	 3.22	 8.56	30.10	  0	27026	4
080823084412	D	MS	 3.92	 7.89	26.83	  6	27205	4
080823084933	D	MS	 4.32	 9.03	31.05	  0	27189	4
080823085149	D	MS	 4.30	 8.65	29.55	  0	27174	4
080823085608	D	MS	 3.21	 7.25	24.86	 13	27089	4
080823092056	D	CLN	 0.35	 1.97	 6.15	 72	26889	3
080823092602	C	25
080823094137	D	CLN	 0.00	 6.94	26.32	 15	26708	4
080823094642	C	25
080823153839	D	MS	 5.75	 8.81	28.97	  0	27316	4
080823154004	E	MS	CHECK_SAMPLE
080823154045	D	MS	 5.52	 8.61	28.36	  0	27577	4
080823154331	E	MS	TOO_HIGH_FAT/SNF
080823154412	D	MS	 6.46	 8.55	27.33	  0	27465	4
080823161411	D	MS	 5.96	 8.45	27.35	  1	27140	4
080823161610	D	MS	 5.19	 8.90	29.80	  0	27217	4
080823161824	D	MS	 6.73	 8.51	26.95	  0	27262	4
080823161956	D	MS	 5.22	 8.78	29.30	  0	27267	4
080823162127	D	MS	 3.82	 8.18	28.07	  3	27185	4
080823163927	D	MS	 4.35	 8.34	28.27	  1	27049	4
080823164047	D	MS	 4.51	 8.46	28.61	  0	27159	4
080823164326	D	MS	 5.18	 9.19	30.97	  0	27173	4
080823164506	D	MS	 5.75	 9.15	30.33	  0	27175	4
080823164641	D	MS	 4.89	 8.38	27.97	  1	27215	4
080823164815	D	MS	 4.41	 8.67	29.54	  0	27095	4
080823165045	D	MS	 5.69	 8.66	28.42	  0	27154	4
080823165251	D	MS	 5.08	 8.86	29.73	  0	27092	4
080823165355	D	MS	 5.45	 8.50	27.98	  0	27162	4
080823165530	D	MS	 5.19	 8.35	27.60	  1	27165	4
080823165703	D	MS	 5.05	 8.24	27.28	  3	27145	4
080823165824	D	MS	 4.89	 8.31	27.69	  2	27240	4
080823165934	D	MS	 5.23	 8.95	29.97	  0	27169	4
080823170037	D	MS	 4.75	 8.26	27.61	  2	27183	4
080823170139	D	MS	 4.27	 8.71	29.81	  0	27163	4
080823170259	D	MS	 5.09	 7.58	24.60	 10	27018	4
080823170413	D	MS	 4.06	 8.45	28.95	  0	27152	4
080823170603	D	MS	 3.45	 8.46	29.50	  0	27155	4
080823170814	D	MS	 4.50	 7.50	24.78	 10	27092	4
080823170908	D	MS	 4.30	 8.10	27.35	  4	27287	4
080823171105	D	MS	 3.69	 8.36	28.90	  1	27080	4
080823171350	D	MS	 4.42	 8.36	28.29	  1	27063	4
080823171620	D	MS	 4.93	 8.00	26.42	  5	27024	4
080823171743	D	MS	 5.54	 8.74	28.87	  0	27231	4
080823171928	D	MS	 4.09	 8.38	28.64	  1	27044	4
080823172053	D	MS	 5.49	 8.36	27.39	  1	27053	4
080823172206	D	MS	 4.12	 8.24	28.06	  2	27098	4
080823172310	D	MS	 4.23	 8.54	29.17	  0	27136	4
080823172428	D	MS	 4.03	 8.13	27.69	  3	27101	4
080823172520	D	MS	 5.49	 8.82	29.23	  0	27109	4
080823172644	D	MS	 5.04	 8.81	29.57	  0	27053	4
080823172833	D	MS	 4.66	 8.48	28.57	  0	26933	4
080823172956	D	MS	 3.28	 8.22	28.68	  2	27157	4
080823173056	D	MS	 5.77	 8.48	27.63	  0	27146	4
080823173253	D	MS	 3.51	 7.84	26.97	  6	27054	4
080823174527	D	MS	 6.05	 8.76	28.52	  0	27021	4
080823174941	D	MS	 5.29	 8.40	27.72	  1	27032	4
080823175121	E	MS	TOO_HIGH_FAT/SNF
080823175213	D	MS	 4.71	 8.27	27.68	  2	27216	4
080823175303	D	MS	 6.68	 8.64	27.51	  0	27093	4
080823181305	D	CLN	 0.24	 1.91	 6.00	 72	26926	3
080823181810	C	25
080823182738	D	MS	 0.00	 0.00	 0.00	100	26945	3
090823072606	D	MS	 6.63	 8.03	25.11	  5	27165	4
090823072726	D	MS	 3.73	 8.53	29.55	  0	27242	4
090823072841	D	MS	 3.78	 8.53	29.50	  0	27294	4
090823072932	D	MS	 4.17	 8.62	29.54	  0	27244	4
090823073059	D	MS	 5.80	 8.53	27.81	  0	27175	4
090823073312	D	MS	 4.66	 8.39	28.21	  1	27137	4
090823074423	D	MS	 3.79	 8.66	30.02	  0	27129	4
090823074620	D	MS	 4.95	 8.22	27.28	  3	27175	4
090823074740	D	MS	 4.99	 8.79	29.53	  0	27222	4
090823074923	D	MS	 4.98	 8.24	27.34	  3	27175	4
090823075211	D	MS	 3.82	 8.41	28.99	  0	27173	4
090823075321	D	MS	 4.74	 9.09	30.94	  0	27280	4
090823075447	D	MS	 4.07	 8.80	30.34	  0	27329	4
090823075737	D	MS	 4.25	 8.39	28.55	  1	27206	4
090823075954	D	MS	 3.32	 8.30	28.97	  1	27201	4
090823080055	D	MS	 3.32	 8.12	28.25	  3	27273	4
090823080223	D	MS	 4.42	 8.59	29.21	  0	27206	4
090823080516	D	MS	 4.07	 8.18	27.86	  3	27191	4
090823080909	D	MS	 4.37	 8.46	28.73	  0	27127	4
090823081037	E	MS	CHECK_SAMPLE
090823081119	D	MS	 5.61	 8.82	29.13	  0	27397	4
090823081216	D	MS	 3.63	 8.14	28.07	  3	27241	4
090823081339	D	MS	 3.58	 8.42	29.23	  0	27213	4
090823081536	D	MS	 3.66	 7.75	26.49	  7	27143	4
090823081936	D	MS	 3.73	 8.29	28.59	  2	27303	4
090823082359	D	MS	 3.96	 8.47	29.11	  0	27233	4
090823082536	D	MS	 3.95	 8.45	29.04	  0	27297	4
090823082829	D	MS	 4.34	 8.63	29.43	  0	27154	4
090823083029	D	MS	 4.71	 8.66	29.24	  0	27185	4
090823083259	D	MS	 4.60	 8.82	29.98	  0	27176	4
090823083521	D	MS	 4.55	 8.46	28.58	  0	27193	4
090823083712	D	MS	 3.45	 8.36	29.10	  1	27235	4
090823083833	D	MS	 4.22	 8.09	27.38	  4	27170	4
090823083933	E	MS	CHECK_SAMPLE
090823084029	D	MS	 4.78	 8.62	29.02	  0	27351	4
090823084305	D	MS	 4.51	 8.99	30.73	  0	27203	4
090823084553	D	MS	 3.30	 8.29	28.95	  1	27021	4
090823084652	D	MS	 3.25	 8.53	29.95	  0	27290	4
090823084914	D	MS	 4.18	 8.13	27.57	  3	27148	4
090823085022	D	MS	 4.03	 8.87	30.65	  0	27220	4
090823085336	D	MS	 6.27	 8.46	27.13	  1	27113	4
090823085428	D	MS	 5.29	 8.42	27.80	  1	27215	4
090823085550	D	MS	 4.32	 8.47	28.81	  0	27116	4
090823085655	D	MS	 5.55	 8.16	26.54	  4	27058	4
090823085812	D	MS	 7.52	 7.95	24.04	  7	27074	4
090823090813	D	CLN	 0.35	 1.96	 6.11	 72	26804	3
090823091318	C	25
090823091714	D	CLN	 0.00	 4.08	14.88	 47	26679	4
090823092219	C	25
090823153909	E	MS	TOO_HIGH_FAT/SNF
090823154114	D	MS	 5.54	 8.90	29.51	  0	27250	4
090823155658	D	MS	 7.25	 8.71	27.31	  0	27189	4
090823160855	D	MS	 4.81	 8.27	27.60	  2	27271	4
090823161242	D	MS	 4.88	 8.31	27.70	  2	27245	4
090823162042	D	MS	 4.26	 7.62	25.46	  9	27160	4
090823162409	D	MS	 4.04	 8.45	28.97	  0	27281	4
090823162953	D	MS	 5.27	 8.64	28.69	  0	27277	4
090823163208	D	MS	 4.94	 8.50	28.41	  0	27339	4
090823163555	E	MS	CHECK_SAMPLE
090823163654	D	MS	 4.45	 8.77	29.90	  0	27437	4
090823163740	D	MS	 5.71	 8.48	27.68	  0	27446	4
090823163845	D	MS	 5.52	 8.54	28.08	  0	27393	4
090823164440	D	MS	 3.63	 8.37	28.99	  1	27236	4
