Date_Time	Data_Type	Process	 Fat	 SNF	Density	  Water	LTC	GSS		 
180723130411	S	INTERCEPT_SNF	1	+1.53	+1.53	M	nayanmanid
180723130527	D	MS	 4.48	 8.63	29.32	  0	27253	4
180723130734	D	CAL	 4.37	 8.59	29.25	  0	27375	4
180723130822	D	CAL	 6.64	 9.04	29.14	  0	27454	4
180723131100	S	SLOPE_FAT	1	+1.00	+1.00	M	nayanmanid
180723131100	S	INTERCEPT_FAT	1	-0.59	-0.53	M	nayanmanid
180723131100	S	SLOPE_SNF	1	+0.94	+0.94	M	nayanmanid
180723131100	S	INTERCEPT_SNF	1	+1.53	+1.53	M	nayanmanid
180723131154	D	MS	 6.71	 9.20	29.72	  0	27389	4
180723131305	D	MS	 4.47	 8.59	29.17	  0	27438	4
180723131429	D	CAL	 4.53	 8.62	29.23	  0	27515	4
180723131532	D	CAL	 6.68	 9.10	29.35	  0	27514	4
180723131925	D	CAL	 4.51	 8.66	29.41	  0	27378	4
180723132027	D	CAL	 6.74	 9.12	29.38	  0	27429	4
180723132233	S	SLOPE_FAT	1	+1.00	+1.00	M	nayanmanid
180723132233	S	INTERCEPT_FAT	1	-0.53	-0.60	M	nayanmanid
180723132233	S	SLOPE_SNF	1	+0.94	+0.94	M	nayanmanid
180723132233	S	INTERCEPT_SNF	1	+1.53	+1.53	M	nayanmanid
180723132347	D	MS	 4.52	 8.69	29.52	  0	27415	4
180723132523	D	MS	 4.44	 8.64	29.39	  0	27441	4
180723132655	D	MS	 4.46	 8.67	29.49	  0	27453	4
180723132821	D	CAL	 4.47	 8.67	29.49	  0	27518	4
180723132916	D	CAL	 6.51	 9.14	29.65	  0	27445	4
180723133041	D	CAL	 6.70	 9.19	29.69	  0	27448	4
180723133337	S	SLOPE_FAT	1	+1.00	+1.00	M	nayanmanid
180723133337	S	INTERCEPT_FAT	1	-0.60	-0.65	M	nayanmanid
180723133337	S	SLOPE_SNF	1	+0.94	+0.94	M	nayanmanid
180723133337	S	INTERCEPT_SNF	1	+1.53	+1.48	M	nayanmanid
180723133431	D	MS	 6.62	 9.25	30.00	  0	27416	4
180723133535	D	MS	 4.43	 8.59	29.20	  0	27491	4
180723133710	D	MS	 4.44	 8.62	29.31	  0	27479	4
180723133803	D	MS	 6.49	 9.09	29.47	  0	27506	4
180723133915	D	MS	 6.57	 9.17	29.72	  0	27492	4
180723134048	D	MS	 0.00	 0.00	 0.00	100	27174	3
180723134146	D	CLN	 0.24	 1.68	 5.08	 75	27154	3
180723134652	C	25
180723160656	D	MS	 5.08	 8.55	28.49	  0	27341	4
180723161036	D	MS	10.07	 8.33	23.42	  3	27173	4
180723161848	D	MS	 3.32	 8.49	29.73	  0	27230	4
180723162037	D	MS	 3.73	 8.40	29.03	  0	27293	4
180723162304	D	MS	 5.19	 8.36	27.64	  1	27284	4
180723162423	D	MS	 5.10	 8.65	28.88	  0	27339	4
180723162539	D	MS	 5.62	 8.84	29.20	  0	27403	4
180723162646	D	MS	 4.56	 8.23	27.65	  3	27435	4
180723163025	D	MS	 4.13	 8.67	29.77	  0	27347	4
180723163122	D	MS	 5.06	 8.23	27.23	  3	27447	4
180723163227	D	MS	 5.78	 8.34	27.06	  2	27377	4
180723163313	D	MS	 5.12	 8.50	28.26	  0	27427	4
180723163511	D	MS	 5.15	 8.85	29.63	  0	27386	4
180723163733	D	MS	 5.83	 8.54	27.82	  0	27410	4
180723163825	D	MS	 4.04	 8.20	27.97	  3	27509	4
180723163925	D	MS	 5.18	 8.49	28.17	  0	27465	4
180723164116	D	MS	 4.47	 8.10	27.21	  4	27408	4
180723164723	D	MS	 6.03	 9.22	30.37	  0	27397	4
180723164830	D	MS	 4.97	 8.48	28.31	  0	27463	4
180723164945	D	MS	 5.07	 8.32	27.58	  2	27440	4
180723165056	D	MS	 6.36	 8.78	28.34	  0	27400	4
180723165251	E	MS	CHECK_SAMPLE
180723165345	E	MS	TOO_HIGH_FAT/SNF
180723165445	D	MS	 6.09	 9.05	29.64	  0	27712	4
180723165600	D	MS	 5.47	 8.53	28.09	  0	27482	4
180723165702	D	MS	 4.68	 8.28	27.75	  2	27547	4
180723165804	D	MS	 5.44	 8.86	29.43	  0	27509	4
180723165907	D	MS	 4.74	 8.48	28.50	  0	27451	4
180723170104	D	MS	 5.15	 8.63	28.75	  0	27403	4
180723170215	D	MS	 5.68	 8.69	28.55	  0	27443	4
180723170440	D	MS	 5.27	 8.72	29.01	  0	27463	4
180723170616	D	MS	 4.31	 8.29	28.10	  2	27369	4
180723170733	D	MS	 4.68	 8.37	28.11	  1	27474	4
180723170840	D	MS	 6.00	 8.20	26.32	  3	27430	4
180723170944	D	MS	 6.29	 8.93	29.00	  0	27519	4
180723171052	D	MS	 5.39	 8.25	27.03	  3	27502	4
180723171248	D	MS	 3.78	 8.36	28.82	  1	27486	4
180723171445	D	MS	 4.26	 8.42	28.66	  0	27412	4
180723171602	D	MS	 5.11	 8.53	28.39	  0	27473	4
180723171725	D	MS	 4.71	 8.87	30.08	  0	27468	4
180723171824	D	MS	 5.09	 8.50	28.28	  0	27528	4
180723172016	D	MS	 4.76	 8.41	28.20	  1	27390	4
180723172208	D	MS	 5.37	 8.44	27.81	  1	27469	4
180723172323	D	MS	 4.11	 8.37	28.59	  1	27437	4
180723172427	D	MS	 4.99	 8.44	28.13	  0	27481	4
180723172544	D	MS	 4.02	 8.48	29.10	  0	27406	4
180723172648	D	MS	 6.52	 8.81	28.32	  0	27459	4
180723172806	D	MS	 3.73	 5.34	16.79	 34	27256	4
180723172922	D	MS	 4.46	 7.22	23.69	 13	27291	4
180723173019	D	MS	 5.81	 8.71	28.52	  0	27376	4
180723173116	D	MS	 4.86	 8.00	26.48	  5	27424	4
180723173310	D	MS	 4.59	 8.28	27.82	  2	27365	4
180723173411	D	MS	 4.58	 8.56	28.95	  0	27434	4
180723173636	D	MS	 4.92	 8.47	28.31	  0	27436	4
180723173914	D	MS	 5.81	 8.73	28.60	  0	27293	4
180723174018	D	MS	 5.80	 8.72	28.57	  0	27452	4
180723174207	D	MS	 4.95	 8.41	28.04	  1	27338	4
180723174407	D	MS	 7.07	 8.65	27.22	  0	27370	4
180723180250	D	MS	 0.00	 0.00	 0.00	100	27178	3
180723180453	E	MS	CHECK_SAMPLE
180723180832	D	CLN	 0.00	 4.84	17.92	 38	27132	3
180723181338	C	25
190723063614	D	MS	 3.13	 8.33	29.25	  1	27151	4
190723063746	D	MS	 3.15	 8.33	29.23	  1	27179	4
190723065002	D	MS	 4.79	 8.80	29.74	  0	27268	4
190723065435	D	MS	 4.80	 8.78	29.65	  0	27221	4
190723070243	D	MS	 5.13	 8.78	29.37	  0	27205	4
190723070347	D	MS	 5.03	 8.56	28.57	  0	27229	4
190723070448	D	MS	 3.63	 8.15	28.11	  3	27290	4
190723070556	D	MS	 4.88	 7.72	25.34	  8	27262	4
190723070731	D	MS	 3.70	 8.53	29.57	  0	27268	4
190723071931	D	MS	 5.52	 8.97	29.80	  0	27259	4
190723072054	D	MS	 4.75	 7.81	25.81	  7	27245	4
190723072216	D	MS	 4.18	 8.50	29.05	  0	27189	4
190723072343	D	MS	 4.49	 8.35	28.19	  1	27286	4
190723072531	D	MS	 5.90	 8.93	29.32	  0	27254	4
190723072649	D	MS	 5.40	 8.82	29.30	  0	27311	4
190723072755	D	MS	 5.51	 9.12	30.41	  0	27372	4
190723072942	D	MS	 4.00	 8.23	28.12	  2	27264	4
190723073416	D	MS	 4.50	 8.51	28.82	  0	27271	4
190723073527	D	MS	 4.47	 8.34	28.17	  1	27341	4
190723073716	D	MS	 3.95	 8.53	29.36	  0	27280	4
190723074029	D	MS	 3.33	 8.12	28.24	  3	27185	4
190723074139	D	MS	 5.10	 8.20	27.08	  3	27305	4
190723074410	D	MS	 4.21	 8.41	28.66	  1	27302	4
190723074513	D	MS	 4.18	 8.36	28.49	  1	27422	4
190723074608	D	MS	 4.27	 8.52	29.05	  0	27382	4
190723074751	D	MS	 3.99	 8.16	27.85	  3	27360	4
190723075222	D	MS	 4.28	 8.56	29.20	  0	27310	4
190723075419	D	MS	 3.62	 8.30	28.72	  1	27271	4
190723075605	D	MS	 3.93	 8.14	27.82	  3	27269	4
190723075724	D	MS	 4.48	 8.57	29.08	  0	27305	4
190723075832	D	MS	 3.48	 8.04	27.80	  4	27354	4
190723075937	D	MS	 3.64	 8.27	28.58	  2	27403	4
190723080232	D	MS	 4.54	 8.15	27.35	  3	27300	4
190723080414	D	MS	 4.57	 8.50	28.72	  0	27326	4
190723080753	D	MS	 5.37	 8.74	29.01	  0	27308	4
190723080918	D	MS	 4.00	 8.42	28.88	  0	27354	4
190723081045	D	MS	 2.97	 8.39	29.63	  0	27268	4
190723081141	D	MS	 3.27	 8.27	28.89	  2	27337	4
190723081329	D	MS	 3.50	 8.23	28.54	  2	27233	4
190723081435	D	MS	 6.54	 7.90	24.67	  7	27354	4
190723081553	D	MS	 4.29	 8.99	30.92	  0	27436	4
190723081709	D	MS	 4.05	 8.03	27.28	  4	27392	4
190723081809	D	MS	 4.05	 8.42	28.84	  0	27374	4
190723081948	D	MS	 4.32	 8.70	29.73	  0	27352	4
190723082126	D	MS	 1.85	 8.31	30.25	  1	27237	4
190723082229	D	MS	 2.94	 8.39	29.65	  0	27338	4
190723082330	D	MS	 3.40	 8.44	29.46	  0	27374	4
190723082417	D	MS	 4.16	 8.39	28.63	  1	27446	4
190723082518	D	MS	 5.07	 8.52	28.38	  0	27335	4
190723082732	D	MS	 3.06	 7.67	26.67	  8	27254	4
190723082829	D	MS	 3.08	 7.65	26.57	  8	27400	4
190723083058	D	MS	 4.69	 8.54	28.78	  0	27206	4
190723084112	D	MS	 9.98	 8.36	23.62	  3	27199	4
190723084219	D	MS	11.17	 8.33	22.50	  4	27332	4
190723084334	D	MS	 7.29	 8.37	25.92	  2	27321	4
190723084439	D	MS	 6.04	 8.30	26.69	  2	27340	4
190723084542	D	MS	 5.72	 8.36	27.20	  2	27366	4
190723084707	D	MS	 5.59	 8.26	26.90	  3	27417	4
190723084748	D	MS	 5.74	 8.36	27.18	  2	27605	4
190723084930	D	MS	 4.45	 8.41	28.46	  1	27231	4
190723090913	D	MS	 4.38	 7.89	26.44	  6	27223	4
190723100540	D	CLN	 0.36	 1.88	 5.78	 73	27054	3
190723101045	C	25
190723162016	D	MS	 5.52	 8.69	28.68	  0	27340	4
190723162314	D	MS	 5.25	 8.51	28.19	  0	27347	4
190723162603	D	MS	 4.78	 8.61	28.98	  0	27401	4
190723162740	D	MS	 6.13	 8.48	27.33	  0	27447	4
190723162909	D	MS	 4.85	 8.19	27.25	  3	27410	4
190723163047	D	MS	 4.07	 8.60	29.54	  0	27466	4
190723163210	D	MS	 2.50	 8.50	30.46	  0	27405	4
190723163307	D	MS	 1.15	 6.61	24.03	 19	27499	4
190723163415	D	MS	 3.84	 8.54	29.49	  0	27505	4
190723163517	D	MS	 3.37	 7.66	26.37	  8	27552	4
190723163621	D	MS	 4.30	 8.22	27.83	  3	27454	4
190723163722	D	MS	 5.95	 8.75	28.56	  0	27420	4
190723163849	D	MS	 4.98	 8.80	29.58	  0	27458	4
190723164035	D	MS	 4.71	 8.05	26.80	  4	27427	4
190723164136	D	MS	 5.90	 8.84	28.96	  0	27506	4
190723164246	D	MS	 4.15	 8.70	29.87	  0	27504	4
190723164437	D	MS	 4.40	 8.21	27.70	  3	27505	4
190723164606	D	MS	 6.11	 8.52	27.51	  0	27565	4
190723164727	D	MS	 5.90	 8.44	27.36	  1	27557	4
190723164924	D	MS	 4.81	 8.53	28.64	  0	27426	4
190723165044	D	MS	 5.03	 8.82	29.61	  0	27481	4
190723165223	D	MS	 4.18	 8.30	28.25	  2	27484	4
190723165422	D	MS	 4.19	 8.48	28.96	  0	27447	4
190723165552	D	MS	 4.95	 8.36	27.84	  1	27477	4
190723165655	D	MS	 5.68	 8.24	26.75	  3	27437	4
190723165927	D	MS	 6.06	 8.88	28.99	  0	27392	4
190723170127	D	MS	 4.93	 8.58	28.74	  0	27464	4
190723170330	D	MS	 5.27	 8.38	27.65	  1	27440	4
190723170449	D	MS	 5.17	 8.25	27.22	  3	27431	4
190723170614	D	MS	 4.99	 8.79	29.53	  0	27367	4
190723170811	D	MS	 5.40	 8.82	29.30	  0	27452	4
190723170932	D	MS	 6.23	 9.02	29.41	  0	27433	4
190723171053	D	MS	 5.14	 8.36	27.68	  1	27439	4
190723171140	D	MS	 5.79	 8.68	28.42	  0	27490	4
190723171301	D	MS	 3.01	 8.19	28.79	  2	27477	4
190723171349	D	MS	 3.80	 8.48	29.29	  0	27509	4
190723171517	D	MS	 4.39	 8.20	27.67	  3	27465	4
190723171659	D	MS	 6.06	 9.21	30.31	  0	27431	4
190723171838	D	MS	 3.89	 8.26	28.33	  2	27467	4
190723171956	D	MS	 3.91	 8.30	28.48	  2	27441	4
190723172114	D	MS	 5.62	 8.90	29.44	  0	27465	4
190723172230	D	MS	 4.35	 8.30	28.11	  2	27493	4
190723172345	D	MS	 4.90	 8.76	29.48	  0	27483	4
190723172511	D	MS	 5.33	 8.42	27.76	  1	27385	4
190723172649	D	MS	 3.96	 7.49	25.19	 10	27338	4
190723172818	D	MS	 5.66	 8.54	27.97	  0	27422	4
190723172944	D	MS	 4.23	 7.49	24.97	 10	27343	4
190723173046	D	MS	 5.88	 8.36	27.06	  2	27363	4
190723173224	D	MS	 5.90	 8.53	27.72	  0	27404	4
190723173406	D	MS	 3.48	 8.68	30.36	  0	27316	4
190723173611	D	MS	 6.23	 8.25	26.33	  3	27427	4
190723173724	D	MS	 5.69	 8.25	26.78	  3	27453	4
190723173858	D	MS	 4.51	 8.38	28.29	  1	27443	4
190723174037	D	MS	 5.68	 8.26	26.83	  3	27444	4
190723174245	D	MS	 4.91	 8.44	28.20	  0	27287	4
190723174344	D	MS	 4.89	 8.40	28.05	  1	27396	4
190723174544	D	MS	 5.81	 8.83	29.00	  0	27260	4
190723174709	D	MS	 4.95	 8.43	28.12	  1	27405	4
190723174825	D	MS	 6.76	 8.74	27.84	  0	27394	4
190723193711	D	CLN	 0.45	 2.08	 6.50	 70	27035	3
190723194217	C	25
200723065319	D	MS	 4.27	 8.35	28.37	  1	27180	4
200723065701	D	MS	 5.70	 8.29	26.93	  2	27230	4
200723065808	D	MS	 3.25	 8.21	28.67	  2	27311	4
200723065940	D	MS	 5.86	 8.72	28.52	  0	27282	4
200723070615	D	MS	 4.21	 8.44	28.78	  0	27247	4
200723070716	D	MS	 3.63	 8.41	29.15	  0	27306	4
200723071939	D	MS	 5.00	 8.82	29.64	  0	27255	4
200723072302	D	MS	 3.82	 8.86	30.79	  0	27248	4
200723072407	D	MS	 4.58	 8.38	28.23	  1	27345	4
200723072543	D	MS	 5.42	 8.65	28.61	  0	27293	4
200723072723	D	MS	 5.28	 8.76	29.16	  0	27259	4
200723072840	D	MS	 4.58	 8.39	28.27	  1	27265	4
200723072944	D	MS	 5.02	 8.03	26.46	  5	27295	4
200723073145	D	MS	 5.58	 8.38	27.39	  1	27209	4
200723073239	D	MS	 2.32	 8.02	28.69	  4	27327	4
200723073331	D	MS	 2.95	 8.17	28.76	  3	27403	4
200723073418	D	MS	 3.10	 8.21	28.80	  2	27480	4
200723073521	D	MS	 4.05	 8.42	28.84	  0	27354	4
200723073658	D	MS	 3.34	 8.35	29.15	  1	27286	4
200723073751	D	MS	 5.21	 8.78	29.30	  0	27387	4
200723073859	D	MS	 3.80	 8.39	28.93	  1	27359	4
200723074010	D	MS	 4.66	 8.67	29.33	  0	27413	4
200723074223	D	MS	 3.80	 8.26	28.41	  2	27336	4
200723074604	D	MS	 3.69	 8.53	29.58	  0	27287	4
200723074812	D	MS	 4.42	 8.74	29.81	  0	27319	4
200723074913	D	MS	 2.39	 8.05	28.75	  4	27346	4
200723075025	D	MS	 3.09	 8.22	28.84	  2	27344	4
200723075138	D	MS	 3.14	 7.90	27.52	  6	27319	4
200723075308	D	MS	 5.02	 9.17	31.02	  0	27381	4
200723075414	D	MS	 5.19	 9.14	30.76	  0	27414	4
200723075500	D	MS	 5.28	 8.29	27.28	  2	27410	4
200723075546	D	MS	 3.80	 8.07	27.65	  4	27476	4
200723075655	D	MS	 4.09	 8.29	28.28	  2	27374	4
200723075906	D	MS	 4.35	 8.10	27.31	  4	27369	4
200723081205	D	MS	 2.77	 8.64	30.79	  0	27267	4
200723081319	D	MS	 3.47	 8.50	29.65	  0	27360	4
200723081432	D	MS	 5.38	 8.66	28.68	  0	27351	4
200723081711	D	MS	 4.56	 8.51	28.77	  0	27222	4
200723081911	D	MS	 4.05	 8.45	28.96	  0	27355	4
200723082030	D	MS	 2.76	 8.15	28.84	  3	27292	4
200723082147	D	MS	 3.58	 8.30	28.75	  1	27315	4
200723082304	D	MS	 5.34	 8.81	29.31	  0	27404	4
200723082426	D	MS	 3.99	 8.40	28.81	  1	27412	4
200723082545	D	MS	 3.96	 8.15	27.83	  3	27384	4
200723082640	D	MS	 3.96	 8.16	27.87	  3	27501	4
200723083113	D	MS	 4.69	 8.62	29.10	  0	27288	4
200723083251	D	MS	 4.66	 8.59	29.01	  0	27423	4
200723083416	D	MS	 4.38	 8.12	27.36	  4	27377	4
200723083537	D	MS	 3.72	 8.30	28.64	  2	27381	4
200723083754	D	MS	 4.01	 8.22	28.07	  2	27324	4
200723084213	D	MS	 4.12	 8.22	27.98	  3	27280	4
200723084521	D	MS	 4.75	 8.22	27.45	  3	27324	4
200723084948	D	MS	 4.57	 8.13	27.24	  4	27345	4
200723085047	D	MS	 4.50	 8.06	27.02	  4	27529	4
200723085215	D	MS	 4.53	 8.10	27.15	  4	27559	4
200723092144	D	CLN	 0.51	 1.97	 6.01	 72	27050	3
200723092650	C	25
200723092838	D	CLN	 0.08	 2.71	 9.33	 63	27202	3
200723093344	C	25
200723155833	D	MS	 4.84	 8.35	27.89	  1	27400	4
200723160210	D	MS	 6.29	 8.87	28.76	  0	27358	4
200723160404	D	MS	 3.72	 8.74	30.40	  0	27474	4
200723160553	D	MS	 5.63	 8.50	27.83	  0	27362	4
200723160707	D	MS	 5.57	 8.48	27.80	  0	27444	4
200723160854	E	MS	CHECK_SAMPLE
200723160954	D	MS	 7.99	 8.63	26.37	  0	27605	4
200723161057	D	MS	 5.68	 8.74	28.75	  0	27497	4
200723161318	D	MS	 2.85	 8.24	29.13	  2	27441	4
200723161434	D	MS	 4.91	 8.72	29.32	  0	27467	4
200723161553	D	MS	 6.18	 8.58	27.69	  0	27471	4
200723161649	D	MS	 4.25	 8.54	29.15	  0	27492	4
200723161748	D	MS	 4.25	 8.52	29.07	  0	27571	4
200723161857	D	MS	 4.28	 8.55	29.16	  0	27601	4
200723162112	D	MS	 5.06	 8.91	29.95	  0	27444	4
200723162238	D	MS	 5.20	 8.50	28.19	  0	27433	4
200723163217	D	MS	 4.36	 8.42	28.58	  0	27385	4
200723163331	D	MS	 2.41	 5.41	18.18	 32	27443	4
200723163456	D	MS	 4.80	 8.36	27.97	  1	27470	4
200723163708	D	MS	 6.10	 8.88	28.96	  0	27450	4
200723163825	D	MS	 5.71	 8.64	28.32	  0	27437	4
200723164404	D	MS	 4.75	 8.27	27.65	  2	27368	4
200723164529	D	MS	 5.97	 8.21	26.39	  3	27440	4
200723164727	D	MS	 4.49	 8.23	27.71	  3	27479	4
200723165513	D	MS	 4.19	 8.86	30.48	  0	27392	4
200723165640	D	MS	 5.23	 7.54	24.33	 10	27402	4
200723165823	D	MS	 5.89	 8.76	28.65	  0	27456	4
200723170002	D	MS	 5.24	 8.62	28.64	  0	27463	4
200723170109	D	MS	 5.05	 8.29	27.48	  2	27486	4
200723170215	D	MS	 4.38	 7.25	23.88	 13	27438	4
200723170343	D	MS	 5.03	 8.57	28.61	  0	27453	4
200723170454	D	MS	 5.16	 8.40	27.83	  1	27416	4
200723170552	D	MS	 4.82	 8.88	30.03	  0	27492	4
200723170703	D	MS	 5.35	 8.48	27.99	  0	27495	4
200723170815	D	MS	 6.39	 8.80	28.39	  0	27494	4
200723170949	D	MS	 5.32	 8.62	28.57	  0	27461	4
200723171135	D	MS	 5.81	 8.93	29.40	  0	27486	4
200723171311	D	MS	 5.70	 9.18	30.49	  0	27512	4
200723171434	D	MS	 5.70	 9.18	30.49	  0	27559	4
200723171549	D	MS	 5.51	 8.32	27.21	  2	27412	4
200723171638	D	MS	 5.23	 8.39	27.73	  1	27492	4
200723171842	D	MS	 4.89	 8.35	27.85	  1	27405	4
200723172302	D	MS	 4.17	 8.10	27.46	  4	27313	4
200723172419	D	MS	 3.51	 8.33	28.93	  1	27446	4
200723172508	D	MS	 6.42	 7.88	24.69	  7	27516	4
200723172632	D	MS	 3.46	 8.25	28.65	  2	27409	4
200723172724	D	MS	 6.00	 8.80	28.72	  0	27451	4
200723172820	D	MS	 5.98	 8.62	28.02	  0	27483	4
200723173039	D	MS	 4.86	 8.43	28.20	  1	27409	4
200723173132	D	MS	 4.83	 8.33	27.82	  2	27469	4
200723173342	D	MS	 3.85	 8.35	28.73	  1	27398	4
200723173428	D	MS	 2.06	 5.07	17.11	 36	27281	4
200723173600	D	MS	 3.65	 7.17	24.17	 14	27204	4
200723173654	D	MS	 6.32	 8.53	27.37	  0	27380	4
200723173906	D	MS	 3.67	 8.17	28.16	  3	27328	4
200723174004	D	MS	 3.21	 7.98	27.78	  5	27438	4
200723174128	D	MS	 3.83	 4.85	14.74	 39	27436	4
200723174313	D	MS	 5.46	 8.36	27.41	  1	27294	4
200723174501	D	MS	 6.22	 8.47	27.22	  1	27271	4
200723174618	D	MS	 5.63	 8.44	27.59	  1	27296	4
200723174817	D	MS	 5.55	 8.50	27.90	  0	27304	4
200723175007	D	MS	 4.95	 8.41	28.04	  1	27258	4
200723175240	D	MS	 5.15	 8.44	27.99	  1	27343	4
200723175448	D	MS	 6.28	 8.47	27.16	  1	27242	4
200723183213	D	CLN	 0.58	 2.06	 6.31	 71	27221	3
200723183719	C	25
200723184259	D	CLN	 0.00	 3.34	11.92	 55	27199	3
200723185104	C	40
200723191353	D	CLN	 0.23	 1.93	 6.09	 72	26750	3
200723191859	C	25
210723073154	D	MS	 3.40	 8.36	29.14	  1	27002	4
210723073309	D	MS	 4.75	 8.46	28.41	  0	27098	4
210723074332	D	MS	 6.02	 8.88	29.02	  0	26963	4
210723074453	D	MS	 5.50	 8.81	29.18	  0	27048	4
210723074950	D	MS	 4.78	 8.24	27.50	  3	27107	4
210723075433	D	MS	 5.53	 8.87	29.39	  0	27008	4
210723080150	D	MS	 4.40	 8.52	28.94	  0	27071	4
210723080302	D	MS	 3.17	 8.28	29.02	  2	27090	4
210723080601	D	MS	 2.91	 8.62	30.60	  0	27164	4
210723080703	D	MS	 3.18	 8.27	28.97	  2	27130	4
210723080819	D	MS	 4.33	 8.71	29.76	  0	27222	4
210723081017	D	MS	 4.27	 8.25	27.97	  2	27064	4
210723081119	D	MS	 3.91	 8.53	29.40	  0	27188	4
210723081321	D	MS	 3.34	 8.42	29.43	  0	27121	4
210723081421	D	MS	 4.32	 8.46	28.77	  0	27089	4
210723081655	D	MS	 4.60	 8.51	28.74	  0	27057	4
210723081844	D	MS	 5.20	 8.59	28.55	  0	27123	4
210723081949	D	MS	 4.50	 8.58	29.10	  0	27148	4
210723082209	E	MS	CHECK_SAMPLE
210723082312	D	MS	 6.13	 8.12	25.89	  4	27114	4
210723082440	E	MS	TOO_HIGH_FAT/SNF
210723082538	D	MS	 5.21	 7.67	24.86	  9	27230	4
210723082633	D	MS	 3.05	 8.28	29.12	  2	27085	4
210723082727	D	MS	 4.63	 8.57	28.95	  0	27124	4
210723082856	D	MS	 3.79	 8.08	27.70	  4	27011	4
210723083004	D	MS	 2.79	 8.23	29.14	  2	27012	4
210723083119	D	MS	 3.35	 8.34	29.11	  1	27016	4
210723083228	D	MS	 4.38	 8.10	27.28	  4	27098	4
210723083325	D	MS	 4.04	 8.00	27.17	  5	27133	4
210723083442	D	MS	 3.09	 8.31	29.20	  1	27158	4
210723083542	D	MS	 4.19	 8.19	27.80	  3	27315	4
210723083644	D	MS	 4.37	 8.30	28.09	  2	27070	4
210723083744	D	MS	 4.88	 8.91	30.10	  0	27210	4
210723083941	D	MS	 4.00	 8.24	28.16	  2	27011	4
210723084036	D	MS	 4.66	 8.55	28.85	  0	26959	4
210723084130	D	MS	 6.34	 8.78	28.35	  0	27011	4
210723084233	D	MS	 4.64	 8.82	29.94	  0	26989	4
210723084355	D	MS	 4.89	 8.51	28.49	  0	27008	4
210723084449	D	MS	 5.24	 8.02	26.24	  5	27138	4
210723084621	D	MS	 4.23	 8.47	28.89	  0	26941	4
210723084756	D	MS	 4.44	 8.12	27.31	  4	27118	4
210723084943	D	MS	 4.46	 8.46	28.65	  0	27010	4
210723085034	D	MS	 5.22	 7.99	26.14	  5	27167	4
210723085311	D	MS	 3.45	 8.27	28.74	  2	27220	4
210723085426	D	MS	 3.55	 8.20	28.38	  3	27094	4
210723085611	D	MS	 4.33	 8.03	27.04	  5	26998	4
210723085743	D	MS	 3.34	 8.04	27.91	  4	27070	4
210723085944	D	MS	 3.86	 8.41	28.96	  0	27200	4
210723092311	D	MS	 3.97	 7.90	26.83	  6	26971	4
210723095620	D	CLN	 0.21	 1.85	 5.78	 73	26634	4
210723100126	C	25
210723155902	D	MS	 7.30	 8.46	26.27	  1	27111	4
210723160202	D	MS	 5.45	 8.66	28.62	  0	27250	4
210723160322	D	MS	 4.75	 8.59	28.93	  0	27258	4
210723160518	D	MS	 6.23	 8.29	26.49	  2	27231	4
210723161021	D	MS	 4.90	 8.45	28.24	  0	27247	4
210723161230	D	MS	 4.87	 8.34	27.83	  1	27215	4
210723161656	D	MS	 5.16	 8.94	29.99	  0	27202	4
210723161809	D	MS	 4.03	 8.06	27.41	  4	27304	4
210723161857	D	MS	 5.86	 8.64	28.20	  0	27352	4
210723162216	D	MS	 3.93	 8.51	29.30	  0	27207	4
210723162353	E	MS	CHECK_SAMPLE
210723162500	D	MS	 4.65	 8.81	29.89	  0	27266	4
210723162618	D	MS	 5.21	 8.41	27.82	  1	27291	4
210723162809	D	MS	 5.68	 8.33	27.11	  2	27257	4
210723163028	D	MS	 4.92	 8.32	27.71	  2	27164	4
210723163118	D	MS	 7.02	 8.51	26.70	  0	27355	4
210723163240	D	MS	 4.98	 8.40	27.98	  1	27334	4
210723163354	D	MS	 5.19	 8.68	28.92	  0	27323	4
210723163600	D	MS	 5.01	 8.70	29.15	  0	27279	4
210723163738	D	MS	 6.53	 8.69	27.83	  0	27264	4
210723163836	D	MS	 6.34	 9.27	30.31	  0	27412	4
210723164121	D	MS	 3.56	 8.94	31.33	  0	27319	4
210723164325	D	MS	 5.81	 8.61	28.12	  0	27255	4
210723164544	D	MS	 5.02	 8.67	29.02	  0	27217	4
210723164826	D	MS	 6.81	 8.77	27.92	  0	27264	4
210723165014	D	MS	 5.66	 8.45	27.61	  1	27272	4
210723165143	D	MS	 6.40	 8.92	28.86	  0	27298	4
210723165302	D	MS	 5.20	 8.82	29.47	  0	27314	4
210723165435	D	MS	 5.55	 8.64	28.46	  0	27282	4
210723165632	D	MS	 5.33	 7.43	23.80	 11	27256	4
210723165732	D	MS	 4.73	 7.88	26.11	  6	27342	4
210723165830	D	MS	 5.18	 8.50	28.21	  0	27357	4
210723165923	D	MS	 5.42	 8.30	27.21	  2	27346	4
210723170035	D	MS	 4.38	 8.59	29.24	  0	27339	4
210723170132	D	MS	 5.13	 8.09	26.61	  4	27296	4
210723170230	D	MS	 4.66	 8.36	28.09	  1	27377	4
210723170732	D	MS	 4.67	 8.52	28.72	  0	27221	4
210723170925	D	MS	 5.84	 8.75	28.65	  0	27319	4
210723171018	D	MS	 4.83	 8.38	28.02	  1	27375	4
